"","tfidf simlarity","edit distance","edit distance similarity"
"( 0 , 0 )",1,0,1
"( 0 , 1 )",0,60,0.220779220779221
"( 0 , 2 )",0,59,0.180555555555556
"( 0 , 3 )",0.144337567297406,57,0.208333333333333
"( 0 , 4 )",0,59,0.180555555555556
"( 0 , 5 )",0,57,0.208333333333333
"( 0 , 6 )",0,56,0.222222222222222
"( 0 , 7 )",0,64,0.123287671232877
"( 0 , 8 )",0,57,0.208333333333333
"( 0 , 9 )",0,67,0.0694444444444444
"( 0 , 10 )",0,55,0.236111111111111
"( 0 , 11 )",0,59,0.180555555555556
"( 0 , 12 )",0,54,0.25
"( 0 , 13 )",0,87,0.243478260869565
"( 0 , 14 )",0,89,0.226086956521739
"( 0 , 15 )",0.133630620956212,55,0.236111111111111
"( 0 , 16 )",0,61,0.152777777777778
"( 0 , 17 )",0,61,0.152777777777778
"( 0 , 18 )",0.111803398874989,69,0.168674698795181
"( 0 , 19 )",0,62,0.150684931506849
"( 0 , 20 )",0.158113883008419,60,0.166666666666667
"( 0 , 21 )",0,59,0.180555555555556
"( 0 , 22 )",0,58,0.194444444444444
"( 0 , 23 )",0.133630620956212,53,0.25
"( 0 , 24 )",0,61,0.152777777777778
"( 0 , 25 )",0.158113883008419,58,0.194444444444444
"( 0 , 26 )",0.117851130197758,70,0.166666666666667
"( 0 , 27 )",0,60,0.166666666666667
"( 0 , 28 )",0,59,0.166666666666667
"( 0 , 29 )",0,60,0.166666666666667
"( 0 , 30 )",0,53,0.263888888888889
"( 0 , 31 )",0,53,0.263888888888889
"( 0 , 32 )",0,57,0.208333333333333
"( 0 , 33 )",0,53,0.263888888888889
"( 0 , 34 )",0,53,0.263888888888889
"( 0 , 35 )",0.125,60,0.166666666666667
"( 0 , 36 )",0,60,0.166666666666667
"( 0 , 37 )",0.133630620956212,58,0.194444444444444
"( 0 , 38 )",0.158113883008419,49,0.319444444444444
"( 0 , 39 )",0,58,0.180555555555556
"( 0 , 40 )",0,59,0.180555555555556
"( 0 , 41 )",0,59,0.180555555555556
"( 0 , 42 )",0,64,0.111111111111111
"( 0 , 43 )",0,57,0.208333333333333
"( 0 , 44 )",0,54,0.25
"( 0 , 45 )",0,61,0.152777777777778
"( 0 , 46 )",0.125,60,0.166666666666667
"( 0 , 47 )",0,57,0.208333333333333
"( 0 , 48 )",0,58,0.194444444444444
"( 0 , 49 )",0.158113883008419,59,0.180555555555556
"( 0 , 50 )",0,61,0.152777777777778
"( 0 , 51 )",0,58,0.194444444444444
"( 0 , 52 )",0,61,0.152777777777778
"( 0 , 53 )",0,59,0.180555555555556
"( 0 , 54 )",0,57,0.208333333333333
"( 0 , 55 )",0.158113883008419,52,0.277777777777778
"( 0 , 56 )",0.158113883008419,59,0.180555555555556
"( 0 , 57 )",0,57,0.208333333333333
"( 0 , 58 )",0.117851130197758,70,0.166666666666667
"( 0 , 59 )",0,59,0.180555555555556
"( 0 , 60 )",0,59,0.180555555555556
"( 0 , 61 )",0.133630620956212,57,0.208333333333333
"( 0 , 62 )",0,52,0.277777777777778
"( 0 , 63 )",0.144337567297406,58,0.194444444444444
"( 0 , 64 )",0,54,0.25
"( 0 , 65 )",0.111803398874989,74,0.242424242424242
"( 0 , 66 )",0,76,0.191489361702128
"( 0 , 67 )",0.117851130197758,67,0.151898734177215
"( 0 , 68 )",0.25,92,0.252032520325203
"( 0 , 69 )",0,61,0.152777777777778
"( 0 , 70 )",0.392232270276368,71,0.202247191011236
"( 0 , 71 )",0,55,0.236111111111111
"( 0 , 72 )",0,56,0.222222222222222
"( 0 , 73 )",0,55,0.236111111111111
"( 0 , 74 )",0,92,0.226890756302521
"( 0 , 75 )",0,57,0.208333333333333
"( 0 , 76 )",0,92,0.226890756302521
"( 0 , 77 )",0,57,0.208333333333333
"( 0 , 78 )",0,56,0.222222222222222
"( 0 , 79 )",0.111803398874989,74,0.242424242424242
"( 0 , 80 )",0,57,0.208333333333333
"( 0 , 81 )",0,56,0.222222222222222
"( 0 , 82 )",0,85,0.220183486238532
"( 0 , 83 )",0,92,0.226890756302521
"( 0 , 84 )",0,56,0.222222222222222
"( 0 , 85 )",0,62,0.138888888888889
"( 0 , 86 )",0,66,0.12
"( 0 , 87 )",0.288675134594813,44,0.388888888888889
"( 0 , 88 )",0,73,0.170454545454545
"( 0 , 89 )",0,87,0.216216216216216
"( 0 , 90 )",0,60,0.166666666666667
"( 0 , 91 )",0,71,0.275510204081633
"( 0 , 92 )",0,65,0.207317073170732
"( 0 , 93 )",0,53,0.263888888888889
"( 0 , 94 )",0,60,0.166666666666667
"( 0 , 95 )",0,59,0.180555555555556
"( 0 , 96 )",0,87,0.216216216216216
"( 0 , 97 )",0,80,0.207920792079208
"( 0 , 98 )",0,65,0.207317073170732
"( 0 , 99 )",0,65,0.207317073170732
"( 0 , 100 )",0,62,0.125
"( 0 , 101 )",0.144337567297406,56,0.222222222222222
"( 0 , 102 )",0,54,0.25
"( 0 , 103 )",0,57,0.208333333333333
"( 0 , 104 )",0,58,0.194444444444444
"( 0 , 105 )",0,60,0.166666666666667
"( 0 , 106 )",0,81,0.15625
"( 0 , 107 )",0,59,0.180555555555556
"( 0 , 108 )",0,55,0.236111111111111
"( 0 , 109 )",0,54,0.25
"( 0 , 110 )",0.117851130197758,64,0.280898876404494
"( 0 , 111 )",0,58,0.194444444444444
"( 0 , 112 )",0,61,0.152777777777778
"( 0 , 113 )",0,56,0.222222222222222
"( 0 , 114 )",0,59,0.180555555555556
"( 0 , 115 )",0,59,0.223684210526316
"( 0 , 116 )",0,56,0.222222222222222
"( 0 , 117 )",0,51,0.291666666666667
"( 0 , 118 )",0,58,0.194444444444444
"( 0 , 119 )",0.098058067569092,81,0.198019801980198
"( 0 , 120 )",0,72,0
"( 0 , 121 )",0,61,0.164383561643836
"( 0 , 122 )",0.144337567297406,51,0.291666666666667
"( 0 , 123 )",0,57,0.208333333333333
"( 0 , 124 )",0,57,0.208333333333333
"( 0 , 125 )",0,58,0.194444444444444
"( 0 , 126 )",0,60,0.166666666666667
"( 0 , 127 )",0,59,0.180555555555556
"( 0 , 128 )",0,61,0.152777777777778
"( 0 , 129 )",0,58,0.194444444444444
"( 0 , 130 )",0,60,0.166666666666667
"( 0 , 131 )",0,69,0.241758241758242
"( 0 , 132 )",0,54,0.25
"( 0 , 133 )",0,55,0.236111111111111
"( 0 , 134 )",0,57,0.208333333333333
"( 0 , 135 )",0,61,0.152777777777778
"( 0 , 136 )",0,58,0.194444444444444
"( 0 , 137 )",0,74,0.195652173913043
"( 0 , 138 )",0,58,0.194444444444444
"( 0 , 139 )",0,54,0.25
"( 0 , 140 )",0,56,0.222222222222222
"( 0 , 141 )",0.158113883008419,58,0.194444444444444
"( 0 , 142 )",0,81,0.213592233009709
"( 0 , 143 )",0,57,0.208333333333333
"( 0 , 144 )",0,58,0.194444444444444
"( 0 , 145 )",0,58,0.194444444444444
"( 0 , 146 )",0,78,0.1875
"( 0 , 147 )",0,56,0.222222222222222
"( 0 , 148 )",0,56,0.222222222222222
"( 0 , 149 )",0,54,0.25
"( 0 , 150 )",0,56,0.222222222222222
"( 0 , 151 )",0.158113883008419,58,0.194444444444444
"( 0 , 152 )",0,59,0.213333333333333
"( 0 , 153 )",0,119,0.201342281879195
"( 0 , 154 )",0,59,0.166666666666667
"( 0 , 155 )",0.111803398874989,66,0.131578947368421
"( 0 , 156 )",0,58,0.194444444444444
"( 0 , 157 )",0,57,0.208333333333333
"( 0 , 158 )",0.111803398874989,67,0.118421052631579
"( 0 , 159 )",0,65,0.121621621621622
"( 0 , 160 )",0,55,0.236111111111111
"( 0 , 161 )",0,72,0
"( 0 , 162 )",0,70,0.146341463414634
"( 0 , 163 )",0,61,0.152777777777778
"( 0 , 164 )",0,57,0.208333333333333
"( 0 , 165 )",0,55,0.236111111111111
"( 0 , 166 )",0,58,0.194444444444444
"( 0 , 167 )",0,59,0.180555555555556
"( 0 , 168 )",0.176776695296637,55,0.236111111111111
"( 0 , 169 )",0,61,0.152777777777778
"( 0 , 170 )",0,65,0.216867469879518
"( 0 , 171 )",0,58,0.216216216216216
"( 0 , 172 )",0,56,0.222222222222222
"( 0 , 173 )",0,56,0.222222222222222
"( 0 , 174 )",0,58,0.194444444444444
"( 0 , 175 )",0,59,0.166666666666667
"( 0 , 176 )",0.117851130197758,61,0.152777777777778
"( 0 , 177 )",0,57,0.208333333333333
"( 0 , 178 )",0,59,0.180555555555556
"( 0 , 179 )",0,53,0.263888888888889
"( 0 , 180 )",0,59,0.180555555555556
"( 0 , 181 )",0,60,0.166666666666667
"( 0 , 182 )",0,56,0.222222222222222
"( 0 , 183 )",0,59,0.220779220779221
"( 0 , 184 )",0,57,0.208333333333333
"( 0 , 185 )",0.102062072615966,62,0.150684931506849
"( 0 , 186 )",0.117851130197758,63,0.125
"( 0 , 187 )",0.176776695296637,56,0.222222222222222
"( 0 , 188 )",0.102062072615966,64,0.133333333333333
"( 0 , 189 )",0,54,0.25
"( 0 , 190 )",0.111803398874989,58,0.194444444444444
"( 0 , 191 )",0,61,0.152777777777778
"( 0 , 192 )",0,72,0
"( 0 , 193 )",0,58,0.194444444444444
"( 0 , 194 )",0.111803398874989,56,0.208333333333333
"( 0 , 195 )",0,70,0.146341463414634
"( 0 , 196 )",0,59,0.180555555555556
"( 0 , 197 )",0,55,0.236111111111111
"( 0 , 198 )",0,72,0
"( 0 , 199 )",0.125,56,0.222222222222222
"( 0 , 200 )",0.158113883008419,56,0.222222222222222
"( 0 , 201 )",0.125,64,0.264367816091954
"( 0 , 202 )",0,80,0.238095238095238
"( 0 , 203 )",0.21320071635561,61,0.152777777777778
"( 0 , 204 )",0.117851130197758,63,0.315217391304348
"( 0 , 205 )",0.144337567297406,59,0.180555555555556
"( 0 , 206 )",0,59,0.180555555555556
"( 0 , 207 )",0,58,0.194444444444444
"( 0 , 208 )",0.125,58,0.194444444444444
"( 0 , 209 )",0,59,0.180555555555556
"( 0 , 210 )",0,53,0.263888888888889
"( 0 , 211 )",0,59,0.180555555555556
"( 0 , 212 )",0,52,0.277777777777778
"( 0 , 213 )",0,61,0.152777777777778
"( 0 , 214 )",0,58,0.194444444444444
"( 0 , 215 )",0,63,0.16
"( 0 , 216 )",0,55,0.236111111111111
"( 0 , 217 )",0,56,0.222222222222222
"( 0 , 218 )",0.144337567297406,55,0.236111111111111
"( 0 , 219 )",0.204124145231932,67,0.1625
"( 0 , 220 )",0,54,0.25
"( 0 , 221 )",0,59,0.180555555555556
"( 0 , 222 )",0,54,0.25
"( 0 , 223 )",0,62,0.138888888888889
"( 0 , 224 )",0.125,63,0.16
"( 0 , 225 )",0,61,0.152777777777778
"( 0 , 226 )",0,60,0.166666666666667
"( 0 , 227 )",0,54,0.25
"( 0 , 228 )",0,60,0.166666666666667
"( 0 , 229 )",0.158113883008419,55,0.236111111111111
"( 0 , 230 )",0,59,0.180555555555556
"( 0 , 231 )",0,56,0.222222222222222
"( 0 , 232 )",0,56,0.222222222222222
"( 0 , 233 )",0.117851130197758,59,0.213333333333333
"( 0 , 234 )",0,56,0.222222222222222
"( 0 , 235 )",0,56,0.222222222222222
"( 0 , 236 )",0,58,0.194444444444444
"( 0 , 237 )",0,68,0.0555555555555556
"( 0 , 238 )",0.125,64,0.146666666666667
"( 0 , 239 )",0,58,0.194444444444444
"( 0 , 240 )",0,60,0.166666666666667
"( 0 , 241 )",0,54,0.25
"( 0 , 242 )",0,60,0.166666666666667
"( 0 , 243 )",0.106600358177805,75,0.25
"( 0 , 244 )",0,61,0.152777777777778
"( 0 , 245 )",0,61,0.152777777777778
"( 0 , 246 )",0.267261241912424,54,0.25
"( 0 , 247 )",0,54,0.25
"( 0 , 248 )",0,56,0.222222222222222
"( 0 , 249 )",0,56,0.222222222222222
"( 0 , 250 )",0,55,0.236111111111111
"( 0 , 251 )",0,56,0.222222222222222
"( 0 , 252 )",0,56,0.222222222222222
"( 0 , 253 )",0,53,0.263888888888889
"( 0 , 254 )",0.133630620956212,58,0.194444444444444
"( 0 , 255 )",0,62,0.150684931506849
"( 0 , 256 )",0,60,0.166666666666667
"( 0 , 257 )",0,57,0.208333333333333
"( 0 , 258 )",0,68,0.128205128205128
"( 0 , 259 )",0,53,0.263888888888889
"( 1 , 0 )",0,60,0.220779220779221
"( 1 , 1 )",1,0,1
"( 1 , 2 )",0.9,55,0.285714285714286
"( 1 , 3 )",0,57,0.25974025974026
"( 1 , 4 )",0,62,0.194805194805195
"( 1 , 5 )",0,58,0.246753246753247
"( 1 , 6 )",0,62,0.194805194805195
"( 1 , 7 )",0,62,0.194805194805195
"( 1 , 8 )",0,56,0.272727272727273
"( 1 , 9 )",0,72,0.064935064935065
"( 1 , 10 )",0,53,0.311688311688312
"( 1 , 11 )",0,63,0.181818181818182
"( 1 , 12 )",0,55,0.285714285714286
"( 1 , 13 )",0,84,0.260869565217391
"( 1 , 14 )",0,85,0.252173913043478
"( 1 , 15 )",0,59,0.233766233766234
"( 1 , 16 )",0,65,0.155844155844156
"( 1 , 17 )",0,58,0.246753246753247
"( 1 , 18 )",0,65,0.216867469879518
"( 1 , 19 )",0,66,0.142857142857143
"( 1 , 20 )",0.14142135623731,53,0.311688311688312
"( 1 , 21 )",0,66,0.142857142857143
"( 1 , 22 )",0,59,0.233766233766234
"( 1 , 23 )",0,61,0.207792207792208
