"","tfidf simlarity","edit distance","edit distance similarity"
"( 0 , 0 )",1,0,1
"( 0 , 1 )",0.524142418360959,48,0.505154639175258
"( 0 , 2 )",0.845154254728516,23,0.646153846153846
"( 0 , 3 )",0,50,0.230769230769231
"( 0 , 4 )",0,79,0.261682242990654
"( 0 , 5 )",0,78,0.271028037383178
"( 0 , 6 )",0,50,0.230769230769231
"( 0 , 7 )",0,49,0.246153846153846
"( 0 , 8 )",0,50,0.28169014084507
"( 0 , 9 )",0,51,0.215384615384615
"( 0 , 10 )",0,56,0.138461538461538
"( 0 , 11 )",0,49,0.246153846153846
"( 0 , 12 )",0,55,0.153846153846154
"( 0 , 13 )",0,51,0.267605633802817
"( 0 , 14 )",0,51,0.215384615384615
"( 0 , 15 )",0,56,0.138461538461538
"( 0 , 16 )",0,48,0.261538461538461
"( 0 , 17 )",0.142857142857143,52,0.2
"( 0 , 18 )",0,65,0.244186046511628
"( 0 , 19 )",0,53,0.184615384615385
"( 0 , 20 )",0,53,0.184615384615385
"( 0 , 21 )",0,47,0.276923076923077
"( 0 , 22 )",0,54,0.169230769230769
"( 0 , 23 )",0,46,0.292307692307692
"( 0 , 24 )",0,53,0.184615384615385
"( 0 , 25 )",0,46,0.292307692307692
"( 0 , 26 )",0.119522860933439,73,0.262626262626263
"( 0 , 27 )",0,46,0.292307692307692
"( 0 , 28 )",0,52,0.2
"( 0 , 29 )",0.154303349962092,54,0.169230769230769
"( 0 , 30 )",0,51,0.215384615384615
"( 0 , 31 )",0,50,0.230769230769231
"( 0 , 32 )",0,53,0.231884057971015
"( 0 , 33 )",0,56,0.138461538461538
"( 0 , 34 )",0,50,0.230769230769231
"( 0 , 35 )",0,50,0.215384615384615
"( 0 , 36 )",0,78,0.264150943396226
"( 0 , 37 )",0,55,0.153846153846154
"( 0 , 38 )",0,54,0.169230769230769
"( 0 , 39 )",0,50,0.230769230769231
"( 0 , 40 )",0,55,0.153846153846154
"( 0 , 41 )",0,52,0.2
"( 0 , 42 )",0,54,0.169230769230769
"( 0 , 43 )",0,53,0.184615384615385
"( 0 , 44 )",0,48,0.261538461538461
"( 0 , 45 )",0,56,0.232876712328767
"( 0 , 46 )",0,51,0.215384615384615
"( 0 , 47 )",0,49,0.246153846153846
"( 0 , 48 )",0,46,0.292307692307692
"( 0 , 49 )",0,67,0.255555555555556
"( 0 , 50 )",0,51,0.215384615384615
"( 0 , 51 )",0,48,0.261538461538461
"( 0 , 52 )",0,69,0.288659793814433
"( 0 , 53 )",0,52,0.2
"( 0 , 54 )",0,57,0.107692307692308
"( 0 , 55 )",0.209656967344384,51,0.215384615384615
"( 0 , 56 )",0,54,0.169230769230769
"( 0 , 57 )",0,52,0.2
"( 0 , 58 )",0,54,0.169230769230769
"( 0 , 59 )",0.142857142857143,47,0.276923076923077
"( 0 , 60 )",0,51,0.215384615384615
"( 0 , 61 )",0,51,0.215384615384615
"( 0 , 62 )",0,56,0.138461538461538
"( 0 , 63 )",0,48,0.261538461538461
"( 0 , 64 )",0,53,0.184615384615385
"( 0 , 65 )",0,52,0.2
"( 0 , 66 )",0,53,0.184615384615385
"( 0 , 67 )",0,53,0.184615384615385
"( 0 , 68 )",0,57,0.123076923076923
"( 0 , 69 )",0,55,0.153846153846154
"( 0 , 70 )",0,79,0.254716981132076
"( 0 , 71 )",0,65,0.133333333333333
"( 0 , 72 )",0,53,0.169230769230769
"( 0 , 73 )",0,77,0.222222222222222
"( 0 , 74 )",0,50,0.230769230769231
"( 0 , 75 )",0,54,0.153846153846154
"( 0 , 76 )",0,63,0.1
"( 0 , 77 )",0,58,0.0923076923076923
"( 0 , 78 )",0,58,0.246753246753247
"( 0 , 79 )",0,55,0.153846153846154
"( 0 , 80 )",0,51,0.215384615384615
"( 0 , 81 )",0,69,0.265957446808511
"( 0 , 82 )",0,66,0.232558139534884
"( 0 , 83 )",0,51,0.215384615384615
"( 0 , 84 )",0,55,0.153846153846154
"( 0 , 85 )",0.119522860933439,56,0.278481012658228
"( 0 , 86 )",0,51,0.301369863013699
"( 0 , 87 )",0,65,0.282608695652174
"( 0 , 88 )",0,56,0.151515151515151
"( 0 , 89 )",0,45,0.307692307692308
"( 0 , 90 )",0,60,0.273809523809524
"( 0 , 91 )",0,52,0.2
"( 0 , 92 )",0,49,0.246153846153846
"( 0 , 93 )",0.142857142857143,56,0.138461538461538
"( 0 , 94 )",0,58,0.265822784810127
"( 0 , 95 )",0,55,0.17910447761194
"( 0 , 96 )",0,80,0.213592233009709
"( 0 , 97 )",0,52,0.2
"( 0 , 98 )",0,50,0.230769230769231
